Station Name,model and version,XL2 S/N,,,
9/9/2020,8:15:00,FlowVolume,238379.96,,G
9/9/2020,8:20:00,PT Level,-0.36,in,G
9/9/2020,8:20:00,Aliquot_Num,31,ali,G
9/9/2020,8:20:00,Flow_cfs,0,,G
9/9/2020,8:20:00,Curr_Pacing,600000,,G
9/9/2020,8:20:00,FlowVolume,238379.96,,G
9/9/2020,8:25:00,PT Level,-0.35,in,G
9/9/2020,8:25:00,Aliquot_Num,31,ali,G
9/9/2020,8:25:00,Flow_cfs,0,,G
9/9/2020,8:25:00,Curr_Pacing,600000,,G
9/9/2020,8:25:00,FlowVolume,238379.96,,G
9/9/2020,8:30:00,PT Level,-0.35,in,G
9/9/2020,8:30:00,Flow_cfs,0,,G
9/9/2020,8:30:00,Aliquot_Num,31,ali,G
9/9/2020,8:30:00,Curr_Pacing,600000,,G
9/9/2020,8:30:00,FlowVolume,238379.96,,G
9/9/2020,8:35:00,PT Level,-0.36,in,G
9/9/2020,8:35:00,Aliquot_Num,31,ali,G
9/9/2020,8:35:00,Flow_cfs,0,,G
9/9/2020,8:35:00,Curr_Pacing,600000,,G
9/9/2020,8:35:00,FlowVolume,238379.96,,G
9/9/2020,8:40:00,PT Level,-0.35,in,G
9/9/2020,8:40:00,Aliquot_Num,31,ali,G
9/9/2020,8:40:00,Flow_cfs,0,,G
9/9/2020,8:40:00,Curr_Pacing,600000,,G
9/9/2020,8:40:00,FlowVolume,238379.96,,G
9/9/2020,8:45:00,PT Level,-0.33,in,G
9/9/2020,8:45:00,Aliquot_Num,31,ali,G
9/9/2020,8:45:00,Flow_cfs,0,,G
9/9/2020,8:45:00,Curr_Pacing,600000,,G
9/9/2020,8:45:00,FlowVolume,238379.96,,G
9/9/2020,8:50:00,PT Level,-0.34,in,G
9/9/2020,8:50:00,Flow_cfs,0,,G
9/9/2020,8:50:00,Aliquot_Num,31,ali,G
9/9/2020,8:50:00,Curr_Pacing,600000,,G
9/9/2020,8:50:00,FlowVolume,238379.96,,G
9/9/2020,8:55:00,PT Level,-0.34,in,G
9/9/2020,8:55:00,Flow_cfs,0,,G
9/9/2020,8:55:00,Aliquot_Num,31,ali,G
9/9/2020,8:55:00,Curr_Pacing,600000,,G
9/9/2020,8:55:00,FlowVolume,238379.96,,G
9/9/2020,9:00:00,PT Level,-0.35,in,G
9/9/2020,9:00:00,Aliquot_Num,31,ali,G
9/9/2020,9:00:00,Flow_cfs,0,,G
9/9/2020,9:00:00,Curr_Pacing,600000,,G
9/9/2020,9:00:00,FlowVolume,238379.96,,G
9/9/2020,9:05:00,PT Level,-0.34,in,G
9/9/2020,9:05:00,Aliquot_Num,31,ali,G
9/9/2020,9:05:00,Flow_cfs,0,,G
9/9/2020,9:05:00,Curr_Pacing,600000,,G
9/9/2020,9:05:00,FlowVolume,238379.96,,G
9/9/2020,9:10:00,PT Level,-0.35,in,G
9/9/2020,9:10:00,Aliquot_Num,31,ali,G
9/9/2020,9:10:00,Flow_cfs,0,,G
9/9/2020,9:10:00,Curr_Pacing,600000,,G
9/9/2020,9:10:00,FlowVolume,238379.96,,G
9/9/2020,9:15:00,PT Level,-0.35,in,G
9/9/2020,9:15:00,Flow_cfs,0,,G
9/9/2020,9:15:00,Aliquot_Num,31,ali,G
9/9/2020,9:15:00,Curr_Pacing,600000,,G
9/9/2020,9:15:00,FlowVolume,238379.96,,G
9/9/2020,9:20:00,PT Level,-0.35,in,G
9/9/2020,9:20:00,Aliquot_Num,31,ali,G
9/9/2020,9:20:00,Flow_cfs,0,,G
9/9/2020,9:20:00,Curr_Pacing,600000,,G
9/9/2020,9:20:00,FlowVolume,238379.96,,G
9/9/2020,9:25:00,PT Level,-0.36,in,G
9/9/2020,9:25:00,Aliquot_Num,31,ali,G
9/9/2020,9:25:00,Flow_cfs,0,,G
9/9/2020,9:25:00,Curr_Pacing,600000,,G
9/9/2020,9:25:00,FlowVolume,238379.96,,G
9/9/2020,9:30:00,PT Level,-0.35,in,G
9/9/2020,9:30:00,Aliquot_Num,31,ali,G
9/9/2020,9:30:00,Flow_cfs,0,,G
9/9/2020,9:30:00,Curr_Pacing,600000,,G
9/9/2020,9:30:00,FlowVolume,238379.96,,G
9/9/2020,9:35:00,PT Level,-0.35,in,G
9/9/2020,9:35:00,Flow_cfs,0,,G
9/9/2020,9:35:00,Aliquot_Num,31,ali,G
9/9/2020,9:35:00,Curr_Pacing,600000,,G
9/9/2020,9:35:00,FlowVolume,238379.96,,G
9/9/2020,9:40:00,PT Level,-0.35,in,G
9/9/2020,9:40:00,Flow_cfs,0,,G
9/9/2020,9:40:00,Aliquot_Num,31,ali,G
9/9/2020,9:40:00,Curr_Pacing,600000,,G
9/9/2020,9:40:00,FlowVolume,238379.96,,G
9/9/2020,9:45:00,PT Level,-0.34,in,G
9/9/2020,9:45:00,Aliquot_Num,31,ali,G
9/9/2020,9:45:00,Flow_cfs,0,,G
9/9/2020,9:45:00,Curr_Pacing,600000,,G
9/9/2020,9:45:00,FlowVolume,238379.96,,G
9/9/2020,9:50:00,PT Level,-0.36,in,G
9/9/2020,9:50:00,Aliquot_Num,31,ali,G
9/9/2020,9:50:00,Flow_cfs,0,,G
9/9/2020,9:50:00,Curr_Pacing,600000,,G
9/9/2020,9:50:00,FlowVolume,238379.96,,G
9/9/2020,9:55:00,PT Level,-0.35,in,G
9/9/2020,9:55:00,Aliquot_Num,31,ali,G
9/9/2020,9:55:00,Flow_cfs,0,,G
9/9/2020,9:55:00,Curr_Pacing,600000,,G
9/9/2020,9:55:00,FlowVolume,238379.96,,G
9/9/2020,10:00:00,PT Level,-0.35,in,G
9/9/2020,10:00:00,Flow_cfs,0,,G
9/9/2020,10:00:00,Aliquot_Num,31,ali,G
9/9/2020,10:00:00,Curr_Pacing,600000,,G
9/9/2020,10:00:00,FlowVolume,238379.96,,G
9/9/2020,10:05:00,PT Level,-0.35,in,G
9/9/2020,10:05:00,Aliquot_Num,31,ali,G
9/9/2020,10:05:00,Flow_cfs,0,,G
9/9/2020,10:05:00,Curr_Pacing,600000,,G
9/9/2020,10:05:00,FlowVolume,238379.96,,G
9/9/2020,10:10:00,PT Level,-0.35,in,G
9/9/2020,10:10:00,Aliquot_Num,31,ali,G
9/9/2020,10:10:00,Flow_cfs,0,,G
9/9/2020,10:10:00,Curr_Pacing,600000,,G
9/9/2020,10:10:00,FlowVolume,238379.96,,G
9/9/2020,10:15:00,PT Level,-0.35,in,G
9/9/2020,10:15:00,Aliquot_Num,31,ali,G
9/9/2020,10:15:00,Flow_cfs,0,,G
9/9/2020,10:15:00,Curr_Pacing,600000,,G
9/9/2020,10:15:00,FlowVolume,238379.96,,G
9/9/2020,10:20:00,PT Level,-0.33,in,G
9/9/2020,10:20:00,Flow_cfs,0,,G
9/9/2020,10:20:00,Aliquot_Num,31,ali,G
9/9/2020,10:20:00,Curr_Pacing,600000,,G
9/9/2020,10:20:00,FlowVolume,238379.96,,G
9/9/2020,10:25:00,PT Level,-0.33,in,G
9/9/2020,10:25:00,Flow_cfs,0,,G
9/9/2020,10:25:00,Aliquot_Num,31,ali,G
9/9/2020,10:25:00,Curr_Pacing,600000,,G
9/9/2020,10:25:00,FlowVolume,238379.96,,G
9/9/2020,10:30:00,PT Level,-0.35,in,G
9/9/2020,10:30:00,Aliquot_Num,31,ali,G
9/9/2020,10:30:00,Flow_cfs,0,,G
9/9/2020,10:30:00,Curr_Pacing,600000,,G
9/9/2020,10:30:00,FlowVolume,238379.96,,G
9/9/2020,10:35:00,PT Level,-0.33,in,G
9/9/2020,10:35:00,Aliquot_Num,31,ali,G
9/9/2020,10:35:00,Flow_cfs,0,,G
9/9/2020,10:35:00,Curr_Pacing,600000,,G
9/9/2020,10:35:00,FlowVolume,238379.96,,G
9/9/2020,10:40:00,PT Level,-0.33,in,G
9/9/2020,10:40:00,Aliquot_Num,31,ali,G
9/9/2020,10:40:00,Flow_cfs,0,,G
9/9/2020,10:40:00,Curr_Pacing,600000,,G
9/9/2020,10:40:00,FlowVolume,238379.96,,G
9/9/2020,10:45:00,PT Level,-0.33,in,G
9/9/2020,10:45:00,Flow_cfs,0,,G
9/9/2020,10:45:00,Aliquot_Num,31,ali,G
9/9/2020,10:45:00,Curr_Pacing,600000,,G
9/9/2020,10:45:00,FlowVolume,238379.96,,G
9/9/2020,10:50:00,PT Level,-0.33,in,G
9/9/2020,10:50:00,Aliquot_Num,31,ali,G
9/9/2020,10:50:00,Flow_cfs,0,,G
9/9/2020,10:50:00,Curr_Pacing,600000,,G
9/9/2020,10:50:00,FlowVolume,238379.96,,G
9/9/2020,10:55:00,PT Level,-0.33,in,G
9/9/2020,10:55:00,Aliquot_Num,31,ali,G
9/9/2020,10:55:00,Flow_cfs,0,,G
9/9/2020,10:55:00,Curr_Pacing,600000,,G
9/9/2020,10:55:00,FlowVolume,238379.96,,G
9/9/2020,11:00:00,PT Level,-0.33,in,G
9/9/2020,11:00:00,Aliquot_Num,31,ali,G
9/9/2020,11:00:00,Flow_cfs,0,,G
9/9/2020,11:00:00,Curr_Pacing,600000,,G
9/9/2020,11:00:00,FlowVolume,238379.96,,G
9/9/2020,11:05:00,PT Level,-0.33,in,G
9/9/2020,11:05:00,Flow_cfs,0,,G
9/9/2020,11:05:00,Aliquot_Num,31,ali,G
9/9/2020,11:05:00,Curr_Pacing,600000,,G
9/9/2020,11:05:00,FlowVolume,238379.96,,G
9/9/2020,11:10:00,PT Level,-0.33,in,G
9/9/2020,11:10:00,Flow_cfs,0,,G
9/9/2020,11:10:00,Aliquot_Num,31,ali,G
9/9/2020,11:10:00,Curr_Pacing,600000,,G
9/9/2020,11:10:00,FlowVolume,238379.96,,G
9/9/2020,11:15:00,PT Level,-0.33,in,G
9/9/2020,11:15:00,Aliquot_Num,31,ali,G
9/9/2020,11:15:00,Flow_cfs,0,,G
9/9/2020,11:15:00,Curr_Pacing,600000,,G
9/9/2020,11:15:00,FlowVolume,238379.96,,G
9/9/2020,11:20:00,PT Level,-0.33,in,G
9/9/2020,11:20:00,Aliquot_Num,31,ali,G
9/9/2020,11:20:00,Flow_cfs,0,,G
9/9/2020,11:20:00,Curr_Pacing,600000,,G
9/9/2020,11:20:00,FlowVolume,238379.96,,G
9/9/2020,11:25:00,PT Level,-0.33,in,G
9/9/2020,11:25:00,Aliquot_Num,31,ali,G
9/9/2020,11:25:00,Flow_cfs,0,,G
9/9/2020,11:25:00,Curr_Pacing,600000,,G
9/9/2020,11:25:00,FlowVolume,238379.96,,G
9/9/2020,11:30:00,PT Level,-0.34,in,G
9/9/2020,11:30:00,Flow_cfs,0,,G
9/9/2020,11:30:00,Aliquot_Num,31,ali,G
9/9/2020,11:30:00,Curr_Pacing,600000,,G
9/9/2020,11:30:00,FlowVolume,238379.96,,G
9/9/2020,11:35:00,PT Level,-0.33,in,G
9/9/2020,11:35:00,Aliquot_Num,31,ali,G
9/9/2020,11:35:00,Flow_cfs,0,,G
9/9/2020,11:35:00,Curr_Pacing,600000,,G
9/9/2020,11:35:00,FlowVolume,238379.96,,G
9/9/2020,11:40:00,PT Level,-0.32,in,G
9/9/2020,11:40:00,Aliquot_Num,31,ali,G
9/9/2020,11:40:00,Flow_cfs,0,,G
9/9/2020,11:40:00,Curr_Pacing,600000,,G
9/9/2020,11:40:00,FlowVolume,238379.96,,G
9/9/2020,11:45:00,PT Level,-0.33,in,G
9/9/2020,11:45:00,Aliquot_Num,31,ali,G
9/9/2020,11:45:00,Flow_cfs,0,,G
9/9/2020,11:45:00,Curr_Pacing,600000,,G
9/9/2020,11:45:00,FlowVolume,238379.96,,G
9/9/2020,11:50:00,PT Level,-0.32,in,G
9/9/2020,11:50:00,Aliquot_Num,31,ali,G
9/9/2020,11:50:00,Flow_cfs,0,,G
9/9/2020,11:50:00,Curr_Pacing,600000,,G
9/9/2020,11:50:00,FlowVolume,238379.96,,G
9/9/2020,11:55:00,PT Level,-0.32,in,G
9/9/2020,11:55:00,Flow_cfs,0,,G
9/9/2020,11:55:00,Aliquot_Num,31,ali,G
9/9/2020,11:55:00,Curr_Pacing,600000,,G
9/9/2020,11:55:00,FlowVolume,238379.96,,G
9/9/2020,12:00:00,PT Level,-0.3,in,G
9/9/2020,12:00:00,Aliquot_Num,31,ali,G
9/9/2020,12:00:00,Flow_cfs,0,,G
9/9/2020,12:00:00,Curr_Pacing,600000,,G
9/9/2020,12:00:00,FlowVolume,238379.96,,G
9/9/2020,12:05:00,PT Level,-0.3,in,G
9/9/2020,12:05:00,Aliquot_Num,31,ali,G
9/9/2020,12:05:00,Flow_cfs,0,,G
9/9/2020,12:05:00,Curr_Pacing,600000,,G
9/9/2020,12:05:00,FlowVolume,238379.96,,G
9/9/2020,12:10:00,PT Level,-0.3,in,G
9/9/2020,12:10:00,Aliquot_Num,31,ali,G
9/9/2020,12:10:00,Flow_cfs,0,,G
9/9/2020,12:10:00,Curr_Pacing,600000,,G
9/9/2020,12:10:00,FlowVolume,238379.96,,G
9/9/2020,12:15:00,PT Level,-0.31,in,G
9/9/2020,12:15:00,Flow_cfs,0,,G
9/9/2020,12:15:00,Aliquot_Num,31,ali,G
9/9/2020,12:15:00,Curr_Pacing,600000,,G
9/9/2020,12:15:00,FlowVolume,238379.96,,G
9/9/2020,12:20:00,PT Level,-0.32,in,G
9/9/2020,12:20:00,Flow_cfs,0,,G
9/9/2020,12:20:00,Aliquot_Num,31,ali,G
9/9/2020,12:20:00,Curr_Pacing,600000,,G
9/9/2020,12:20:00,FlowVolume,238379.96,,G
9/9/2020,12:25:00,PT Level,-0.3,in,G
9/9/2020,12:25:00,Aliquot_Num,31,ali,G
9/9/2020,12:25:00,Flow_cfs,0,,G
9/9/2020,12:25:00,Curr_Pacing,600000,,G
9/9/2020,12:25:00,FlowVolume,238379.96,,G
9/9/2020,12:30:00,PT Level,-0.32,in,G
9/9/2020,12:30:00,Aliquot_Num,31,ali,G
9/9/2020,12:30:00,Flow_cfs,0,,G
9/9/2020,12:30:00,Curr_Pacing,600000,,G
9/9/2020,12:30:00,FlowVolume,238379.96,,G
9/9/2020,12:35:00,PT Level,-0.3,in,G
9/9/2020,12:35:00,Aliquot_Num,31,ali,G
9/9/2020,12:35:00,Flow_cfs,0,,G
9/9/2020,12:35:00,Curr_Pacing,600000,,G
9/9/2020,12:35:00,FlowVolume,238379.96,,G
9/9/2020,12:40:00,PT Level,-0.29,in,G
9/9/2020,12:40:00,Flow_cfs,0,,G
9/9/2020,12:40:00,Aliquot_Num,31,ali,G
9/9/2020,12:40:00,Curr_Pacing,600000,,G
9/9/2020,12:40:00,FlowVolume,238379.96,,G
9/9/2020,12:45:00,PT Level,-0.29,in,G
9/9/2020,12:45:00,Aliquot_Num,31,ali,G
9/9/2020,12:45:00,Flow_cfs,0,,G
9/9/2020,12:45:00,Curr_Pacing,600000,,G
9/9/2020,12:45:00,FlowVolume,238379.96,,G
9/9/2020,12:50:00,PT Level,-0.29,in,G
9/9/2020,12:50:00,Aliquot_Num,31,ali,G
9/9/2020,12:50:00,Flow_cfs,0,,G
9/9/2020,12:50:00,Curr_Pacing,600000,,G
9/9/2020,12:50:00,FlowVolume,238379.96,,G
9/9/2020,12:55:00,PT Level,-0.29,in,G
9/9/2020,12:55:00,Aliquot_Num,31,ali,G
9/9/2020,12:55:00,Flow_cfs,0,,G
9/9/2020,12:55:00,Curr_Pacing,600000,,G
9/9/2020,12:55:00,FlowVolume,238379.96,,G
9/9/2020,13:00:00,PT Level,-0.3,in,G
9/9/2020,13:00:00,Flow_cfs,0,,G
9/9/2020,13:00:00,Aliquot_Num,31,ali,G
9/9/2020,13:00:00,Curr_Pacing,600000,,G
9/9/2020,13:00:00,FlowVolume,238379.96,,G
9/9/2020,13:05:00,PT Level,-0.29,in,G
9/9/2020,13:05:00,Flow_cfs,0,,G
9/9/2020,13:05:00,Aliquot_Num,31,ali,G
9/9/2020,13:05:00,Curr_Pacing,600000,,G
9/9/2020,13:05:00,FlowVolume,238379.96,,G
9/9/2020,13:10:00,PT Level,-0.29,in,G
9/9/2020,13:10:00,Aliquot_Num,31,ali,G
9/9/2020,13:10:00,Flow_cfs,0,,G
9/9/2020,13:10:00,Curr_Pacing,600000,,G
9/9/2020,13:10:00,FlowVolume,238379.96,,G
9/9/2020,13:15:00,PT Level,-0.29,in,G
9/9/2020,13:15:00,Aliquot_Num,31,ali,G
9/9/2020,13:15:00,Flow_cfs,0,,G
9/9/2020,13:15:00,Curr_Pacing,600000,,G
9/9/2020,13:15:00,FlowVolume,238379.96,,G
9/9/2020,13:20:00,PT Level,-0.3,in,G
9/9/2020,13:20:00,Aliquot_Num,31,ali,G
9/9/2020,13:20:00,Flow_cfs,0,,G
9/9/2020,13:20:00,Curr_Pacing,600000,,G
9/9/2020,13:20:00,FlowVolume,238379.96,,G
9/9/2020,13:25:00,PT Level,-0.27,in,G
9/9/2020,13:25:00,Flow_cfs,0,,G
9/9/2020,13:25:00,Aliquot_Num,31,ali,G
9/9/2020,13:25:00,Curr_Pacing,600000,,G
9/9/2020,13:25:00,FlowVolume,238379.96,,G
9/9/2020,13:30:00,PT Level,-0.27,in,G
9/9/2020,13:30:00,Aliquot_Num,31,ali,G
9/9/2020,13:30:00,Flow_cfs,0,,G
9/9/2020,13:30:00,Curr_Pacing,600000,,G
9/9/2020,13:30:00,FlowVolume,238379.96,,G
9/9/2020,13:35:00,PT Level,-0.29,in,G
9/9/2020,13:35:00,Aliquot_Num,31,ali,G
9/9/2020,13:35:00,Flow_cfs,0,,G
9/9/2020,13:35:00,Curr_Pacing,600000,,G
9/9/2020,13:35:00,FlowVolume,238379.96,,G
9/9/2020,13:40:00,PT Level,-0.28,in,G
9/9/2020,13:40:00,Aliquot_Num,31,ali,G
9/9/2020,13:40:00,Flow_cfs,0,,G
9/9/2020,13:40:00,Curr_Pacing,600000,,G
9/9/2020,13:40:00,FlowVolume,238379.96,,G
9/9/2020,13:45:00,PT Level,-0.27,in,G
9/9/2020,13:45:00,Flow_cfs,0,,G
9/9/2020,13:45:00,Aliquot_Num,31,ali,G
9/9/2020,13:45:00,Curr_Pacing,600000,,G
9/9/2020,13:45:00,FlowVolume,238379.96,,G
9/9/2020,13:50:00,PT Level,-0.26,in,G
9/9/2020,13:50:00,Flow_cfs,0,,G
9/9/2020,13:50:00,Aliquot_Num,31,ali,G
9/9/2020,13:50:00,Curr_Pacing,600000,,G
9/9/2020,13:50:00,FlowVolume,238379.96,,G
9/9/2020,13:55:00,PT Level,-0.24,in,G
9/9/2020,13:55:00,Aliquot_Num,31,ali,G
9/9/2020,13:55:00,Flow_cfs,0,,G
9/9/2020,13:55:00,Curr_Pacing,600000,,G
9/9/2020,13:55:00,FlowVolume,238379.96,,G
9/9/2020,14:00:00,PT Level,-0.23,in,G
9/9/2020,14:00:00,Aliquot_Num,31,ali,G
9/9/2020,14:00:00,Flow_cfs,0,,G
9/9/2020,14:00:00,Curr_Pacing,600000,,G
9/9/2020,14:00:00,FlowVolume,238379.96,,G
9/9/2020,14:05:00,PT Level,-0.21,in,G
9/9/2020,14:05:00,Aliquot_Num,31,ali,G
9/9/2020,14:05:00,Flow_cfs,0,,G
9/9/2020,14:05:00,Curr_Pacing,600000,,G
9/9/2020,14:05:00,FlowVolume,238379.96,,G
9/9/2020,14:10:00,PT Level,-0.2,in,G
9/9/2020,14:10:00,Flow_cfs,0,,G
9/9/2020,14:10:00,Aliquot_Num,31,ali,G
9/9/2020,14:10:00,Curr_Pacing,600000,,G
9/9/2020,14:10:00,FlowVolume,238379.96,,G
9/9/2020,14:15:00,PT Level,-0.17,in,G
9/9/2020,14:15:00,Aliquot_Num,31,ali,G
9/9/2020,14:15:00,Flow_cfs,0,,G
9/9/2020,14:15:00,Curr_Pacing,600000,,G
9/9/2020,14:15:00,FlowVolume,238379.96,,G
9/9/2020,14:20:00,PT Level,-0.17,in,G
9/9/2020,14:20:00,Aliquot_Num,31,ali,G
9/9/2020,14:20:00,Flow_cfs,0,,G
9/9/2020,14:20:00,Curr_Pacing,600000,,G
9/9/2020,14:20:00,FlowVolume,238379.96,,G
9/9/2020,14:25:00,PT Level,-0.15,in,G
9/9/2020,14:25:00,Aliquot_Num,31,ali,G
9/9/2020,14:25:00,Flow_cfs,0,,G
9/9/2020,14:25:00,Curr_Pacing,600000,,G
9/9/2020,14:25:00,FlowVolume,238379.96,,G
9/9/2020,14:30:00,PT Level,-0.15,in,G
9/9/2020,14:30:00,Flow_cfs,0,,G
9/9/2020,14:30:00,Aliquot_Num,31,ali,G
9/9/2020,14:30:00,Curr_Pacing,600000,,G
9/9/2020,14:30:00,FlowVolume,238379.96,,G
9/9/2020,14:35:00,PT Level,-0.14,in,G
9/9/2020,14:35:00,Flow_cfs,0,,G
9/9/2020,14:35:00,Aliquot_Num,31,ali,G
9/9/2020,14:35:00,Curr_Pacing,600000,,G
9/9/2020,14:35:00,FlowVolume,238379.96,,G
9/9/2020,14:40:00,PT Level,-0.14,in,G
9/9/2020,14:40:00,Aliquot_Num,31,ali,G
9/9/2020,14:40:00,Flow_cfs,0,,G
9/9/2020,14:40:00,Curr_Pacing,600000,,G
9/9/2020,14:40:00,FlowVolume,238379.96,,G
9/9/2020,14:45:00,PT Level,-0.12,in,G
9/9/2020,14:45:00,Aliquot_Num,31,ali,G
9/9/2020,14:45:00,Flow_cfs,0,,G
9/9/2020,14:45:00,Curr_Pacing,600000,,G
9/9/2020,14:45:00,FlowVolume,238379.96,,G
9/9/2020,14:50:00,PT Level,-0.12,in,G
9/9/2020,14:50:00,Aliquot_Num,31,ali,G
9/9/2020,14:50:00,Flow_cfs,0,,G
9/9/2020,14:50:00,Curr_Pacing,600000,,G
9/9/2020,14:50:00,FlowVolume,238379.96,,G
9/9/2020,14:55:00,PT Level,-0.1,in,G
9/9/2020,14:55:00,Flow_cfs,0,,G
9/9/2020,14:55:00,Aliquot_Num,31,ali,G
9/9/2020,14:55:00,Curr_Pacing,600000,,G
9/9/2020,14:55:00,FlowVolume,238379.96,,G
9/9/2020,15:00:00,PT Level,-0.11,in,G
9/9/2020,15:00:00,Aliquot_Num,31,ali,G
9/9/2020,15:00:00,Flow_cfs,0,,G
9/9/2020,15:00:00,Curr_Pacing,600000,,G
9/9/2020,15:00:00,FlowVolume,238379.96,,G
9/9/2020,15:05:00,PT Level,-0.09,in,G
9/9/2020,15:05:00,Aliquot_Num,31,ali,G
9/9/2020,15:05:00,Flow_cfs,0,,G
9/9/2020,15:05:00,Curr_Pacing,600000,,G
9/9/2020,15:05:00,FlowVolume,238379.96,,G
9/9/2020,15:10:00,PT Level,-0.12,in,G
9/9/2020,15:10:00,Aliquot_Num,31,ali,G
9/9/2020,15:10:00,Flow_cfs,0,,G
9/9/2020,15:10:00,Curr_Pacing,600000,,G
9/9/2020,15:10:00,FlowVolume,238379.96,,G
9/9/2020,15:15:00,PT Level,-0.1,in,G
9/9/2020,15:15:00,Flow_cfs,0,,G
9/9/2020,15:15:00,Aliquot_Num,31,ali,G
9/9/2020,15:15:00,Curr_Pacing,600000,,G
9/9/2020,15:15:00,FlowVolume,238379.96,,G
9/9/2020,15:20:00,PT Level,-0.11,in,G
9/9/2020,15:20:00,Flow_cfs,0,,G
9/9/2020,15:20:00,Aliquot_Num,31,ali,G
9/9/2020,15:20:00,Curr_Pacing,600000,,G
9/9/2020,15:20:00,FlowVolume,238379.96,,G
9/9/2020,15:25:00,PT Level,-0.09,in,G
9/9/2020,15:25:00,Aliquot_Num,31,ali,G
9/9/2020,15:25:00,Flow_cfs,0,,G
9/9/2020,15:25:00,Curr_Pacing,600000,,G
9/9/2020,15:25:00,FlowVolume,238379.96,,G
9/9/2020,15:30:00,PT Level,-0.1,in,G
9/9/2020,15:30:00,Aliquot_Num,31,ali,G
9/9/2020,15:30:00,Flow_cfs,0,,G
9/9/2020,15:30:00,Curr_Pacing,600000,,G
9/9/2020,15:30:00,FlowVolume,238379.96,,G
9/9/2020,15:35:00,PT Level,-0.09,in,G
9/9/2020,15:35:00,Aliquot_Num,31,ali,G
9/9/2020,15:35:00,Flow_cfs,0,,G
9/9/2020,15:35:00,Curr_Pacing,600000,,G
9/9/2020,15:35:00,FlowVolume,238379.96,,G
9/9/2020,15:40:00,PT Level,-0.09,in,G
9/9/2020,15:40:00,Flow_cfs,0,,G
9/9/2020,15:40:00,Aliquot_Num,31,ali,G
9/9/2020,15:40:00,Curr_Pacing,600000,,G
9/9/2020,15:40:00,FlowVolume,238379.96,,G
9/9/2020,15:45:00,PT Level,-0.08,in,G
9/9/2020,15:45:00,Aliquot_Num,31,ali,G
9/9/2020,15:45:00,Flow_cfs,0,,G
9/9/2020,15:45:00,Curr_Pacing,600000,,G
9/9/2020,15:45:00,FlowVolume,238379.96,,G
9/9/2020,15:50:00,PT Level,-0.09,in,G
9/9/2020,15:50:00,Aliquot_Num,31,ali,G
9/9/2020,15:50:00,Flow_cfs,0,,G
9/9/2020,15:50:00,Curr_Pacing,600000,,G
9/9/2020,15:50:00,FlowVolume,238379.96,,G
9/9/2020,15:55:00,PT Level,-0.06,in,G
9/9/2020,15:55:00,Aliquot_Num,31,ali,G
9/9/2020,15:55:00,Flow_cfs,0,,G
9/9/2020,15:55:00,Curr_Pacing,600000,,G
9/9/2020,15:55:00,FlowVolume,238379.96,,G
9/9/2020,16:00:00,PT Level,-0.06,in,G
9/9/2020,16:00:00,Aliquot_Num,31,ali,G
9/9/2020,16:00:00,Flow_cfs,0,,G
9/9/2020,16:00:00,Curr_Pacing,600000,,G
9/9/2020,16:00:00,FlowVolume,238379.96,,G
9/9/2020,16:05:00,PT Level,-0.04,in,G
9/9/2020,16:05:00,Flow_cfs,0,,G
9/9/2020,16:05:00,Aliquot_Num,31,ali,G
9/9/2020,16:05:00,Curr_Pacing,600000,,G
9/9/2020,16:05:00,FlowVolume,238379.96,,G
9/9/2020,16:10:00,PT Level,-0.04,in,G
9/9/2020,16:10:00,Aliquot_Num,31,ali,G
9/9/2020,16:10:00,Flow_cfs,0,,G
9/9/2020,16:10:00,Curr_Pacing,600000,,G
9/9/2020,16:10:00,FlowVolume,238379.96,,G
9/9/2020,16:15:00,PT Level,-0.02,in,G
9/9/2020,16:15:00,Aliquot_Num,31,ali,G
9/9/2020,16:15:00,Flow_cfs,0,,G
9/9/2020,16:15:00,Curr_Pacing,600000,,G
9/9/2020,16:15:00,FlowVolume,238379.96,,G
9/9/2020,16:20:00,PT Level,0,in,G
9/9/2020,16:20:00,Aliquot_Num,31,ali,G
9/9/2020,16:20:00,Flow_cfs,0,,G
9/9/2020,16:20:00,Curr_Pacing,600000,,G
9/9/2020,16:20:00,FlowVolume,238379.96,,G
9/9/2020,16:25:00,PT Level,0,in,G
9/9/2020,16:25:00,Flow_cfs,0,,G
9/9/2020,16:25:00,Aliquot_Num,31,ali,G
9/9/2020,16:25:00,Curr_Pacing,600000,,G
9/9/2020,16:25:00,FlowVolume,238379.96,,G
9/9/2020,16:30:00,PT Level,0,in,G
9/9/2020,16:30:00,Aliquot_Num,31,ali,G
9/9/2020,16:30:00,Flow_cfs,0,,G
9/9/2020,16:30:00,Curr_Pacing,600000,,G
9/9/2020,16:30:00,FlowVolume,238379.96,,G
9/9/2020,16:35:00,PT Level,0.01,in,G
9/9/2020,16:35:00,Aliquot_Num,31,ali,G
9/9/2020,16:35:00,Flow_cfs,0.02,,G
9/9/2020,16:35:00,Curr_Pacing,600000,,G
9/9/2020,16:35:00,FlowVolume,238379.96,,G
9/9/2020,16:40:00,PT Level,0.03,in,G
9/9/2020,16:40:00,Flow_cfs,0.06,,G
9/9/2020,16:40:00,Aliquot_Num,31,ali,G
9/9/2020,16:40:00,Curr_Pacing,600000,,G
9/9/2020,16:40:00,FlowVolume,238379.96,,G
