Date Time,Level_PT_No,Flow _PT,Level_PT_So
02/15/2021 05:45:00,1.42,0.703,0.24
02/15/2021 05:50:00,1.45,0.718,0.23
02/15/2021 05:55:00,1.45,0.718,0.23
02/15/2021 06:00:00,1.42,0.703,0.24
02/15/2021 06:05:00,1.46,0.723,0.22
02/15/2021 06:10:00,1.40,0.693,0.23
02/15/2021 06:15:00,1.43,0.708,0.23
02/15/2021 06:20:00,1.43,0.708,0.24
02/15/2021 06:25:00,1.45,0.718,0.22
02/15/2021 06:30:00,1.41,0.698,0.23
02/15/2021 06:35:00,1.45,0.718,0.22
02/15/2021 06:40:00,1.44,0.713,0.22
02/15/2021 06:45:00,1.41,0.698,0.22
02/15/2021 06:50:00,1.42,0.703,0.22
02/15/2021 06:55:00,1.40,0.693,0.23
02/15/2021 07:00:00,1.49,0.738,0.23
02/15/2021 07:05:00,1.43,0.708,0.24
02/15/2021 07:10:00,1.42,0.703,0.23
02/15/2021 07:15:00,1.47,0.728,0.23
02/15/2021 07:20:00,1.42,0.703,0.24
02/15/2021 07:25:00,1.44,0.713,0.23
02/15/2021 07:30:00,1.39,0.688,0.23
02/15/2021 07:35:00,1.43,0.708,0.24
02/15/2021 07:40:00,1.43,0.708,0.25
02/15/2021 07:45:00,1.45,0.718,0.23
02/15/2021 07:50:00,1.46,0.723,0.21
02/15/2021 07:55:00,1.43,0.708,0.22
02/15/2021 08:00:00,1.43,0.708,0.20
02/15/2021 08:05:00,1.47,0.728,0.19
02/15/2021 08:10:00,1.46,0.723,0.17
02/15/2021 08:15:00,1.41,0.698,0.17
02/15/2021 08:20:00,1.48,0.733,0.18
02/15/2021 08:25:00,1.48,0.733,0.14
02/15/2021 08:30:00,1.48,0.733,0.14
02/15/2021 08:35:00,1.46,0.723,0.14
02/15/2021 08:40:00,1.46,0.723,0.14
02/15/2021 08:45:00,1.49,0.738,0.14
02/15/2021 08:50:00,1.48,0.733,0.13
02/15/2021 08:55:00,1.49,0.738,0.12
02/15/2021 09:00:00,1.46,0.723,0.13
02/15/2021 09:05:00,1.50,0.743,0.13
02/15/2021 09:10:00,1.47,0.728,0.13
02/15/2021 09:15:00,1.52,0.752,0.11
02/15/2021 09:20:00,1.48,0.733,0.11
02/15/2021 09:25:00,1.51,0.748,0.10
02/15/2021 09:30:00,1.51,0.748,0.11
02/15/2021 09:35:00,1.52,0.752,0.11
02/15/2021 09:40:00,1.49,0.738,0.10
02/15/2021 09:45:00,1.49,0.738,0.09
02/15/2021 09:50:00,1.49,0.738,0.10
02/15/2021 09:55:00,1.52,0.752,0.08
02/15/2021 10:00:00,1.49,0.738,0.08
02/15/2021 10:05:00,1.48,0.733,0.08
02/15/2021 10:10:00,1.53,0.757,0.09
02/15/2021 10:15:00,1.52,0.752,0.06
02/15/2021 10:20:00,1.52,0.752,0.08
02/15/2021 10:25:00,1.57,0.777,0.08
02/15/2021 10:30:00,1.51,0.748,0.08
02/15/2021 10:35:00,1.53,0.757,0.08
02/15/2021 10:40:00,1.53,0.757,0.06
02/15/2021 10:45:00,1.52,0.752,0.07
02/15/2021 10:50:00,1.56,0.772,0.06
02/15/2021 10:55:00,1.53,0.757,0.07
02/15/2021 11:00:00,1.52,0.752,0.07
02/15/2021 11:05:00,1.51,0.748,0.07
02/15/2021 11:10:00,1.53,0.757,0.05
02/15/2021 11:15:00,1.59,0.787,0.06
02/15/2021 11:20:00,1.58,0.782,0.06
02/15/2021 11:25:00,1.60,0.792,0.06
02/15/2021 11:30:00,1.49,0.738,0.05
02/15/2021 11:35:00,1.54,0.762,0.07
02/15/2021 11:40:00,1.53,0.757,0.06
02/15/2021 11:45:00,1.52,0.752,0.05
02/15/2021 11:50:00,1.48,0.733,0.06
02/15/2021 11:55:00,1.56,0.772,0.05
02/15/2021 12:00:00,1.51,0.748,0.05
02/15/2021 12:05:00,1.53,0.757,0.06
02/15/2021 12:10:00,1.55,0.767,0.06
02/15/2021 12:15:00,1.54,0.762,0.06
02/15/2021 12:20:00,1.54,0.762,0.06
02/15/2021 12:25:00,1.49,0.738,0.05
02/15/2021 12:30:00,1.55,0.767,0.05
02/15/2021 12:35:00,1.53,0.757,0.05
02/15/2021 12:40:00,1.50,0.743,0.04
02/15/2021 12:45:00,1.53,0.757,0.05
02/15/2021 12:50:00,1.58,0.782,0.06
02/15/2021 12:55:00,1.56,0.772,0.06
02/15/2021 13:00:00,1.54,0.762,0.05
02/15/2021 13:05:00,1.51,0.748,0.04
02/15/2021 13:10:00,1.53,0.757,0.03
02/15/2021 13:15:00,1.49,0.738,0.05
02/15/2021 13:20:00,1.51,0.748,0.08
02/15/2021 13:25:00,1.49,0.738,0.08
02/15/2021 13:30:00,1.48,0.733,0.08
02/15/2021 13:35:00,1.54,0.762,0.09
02/15/2021 13:40:00,1.55,0.767,0.10
02/15/2021 13:45:00,1.54,0.762,0.10
02/15/2021 13:50:00,1.48,0.733,0.12
02/15/2021 13:55:00,1.51,0.748,0.10
02/15/2021 14:00:00,1.53,0.757,0.10
02/15/2021 14:05:00,1.57,0.777,0.11
02/15/2021 14:10:00,1.51,0.748,0.10
02/15/2021 14:15:00,1.49,0.738,0.09
02/15/2021 14:20:00,1.51,0.748,0.10
02/15/2021 14:25:00,1.49,0.738,0.11
02/15/2021 14:30:00,1.57,0.777,0.10
02/15/2021 14:35:00,1.51,0.748,0.08
02/15/2021 14:40:00,1.54,0.762,0.08
02/15/2021 14:45:00,1.53,0.757,0.10
02/15/2021 14:50:00,1.52,0.752,0.10
02/15/2021 14:55:00,1.51,0.748,0.08
02/15/2021 15:00:00,1.49,0.738,0.10
02/15/2021 15:05:00,1.52,0.752,0.10
02/15/2021 15:10:00,1.48,0.733,0.10
02/15/2021 15:15:00,1.54,0.762,0.10
02/15/2021 15:20:00,1.49,0.738,0.10
02/15/2021 15:25:00,1.51,0.748,0.08
02/15/2021 15:30:00,1.48,0.733,0.10
02/15/2021 15:35:00,1.54,0.762,0.10
02/15/2021 15:40:00,1.49,0.738,0.09
02/15/2021 15:45:00,1.47,0.728,0.09
02/15/2021 15:50:00,1.49,0.738,0.08
02/15/2021 15:55:00,1.48,0.733,0.09
02/15/2021 16:00:00,1.50,0.743,0.08
02/15/2021 16:05:00,1.52,0.752,0.10
02/15/2021 16:10:00,1.49,0.738,0.08
02/15/2021 16:15:00,1.53,0.757,0.10
02/15/2021 16:20:00,1.50,0.743,0.09
02/15/2021 16:25:00,1.46,0.723,0.10
02/15/2021 16:30:00,1.51,0.748,0.10
02/15/2021 16:35:00,1.49,0.738,0.09
02/15/2021 16:40:00,1.48,0.733,0.09
02/15/2021 16:45:00,1.51,0.748,0.09
02/15/2021 16:50:00,1.49,0.738,0.09
02/15/2021 16:55:00,1.48,0.733,0.11
02/15/2021 17:00:00,1.49,0.738,0.09
02/15/2021 17:05:00,1.49,0.738,0.10
02/15/2021 17:10:00,1.49,0.738,0.10
02/15/2021 17:15:00,1.48,0.733,0.10
02/15/2021 17:20:00,1.52,0.752,0.10
02/15/2021 17:25:00,1.49,0.738,0.09
02/15/2021 17:30:00,1.52,0.752,0.10
02/15/2021 17:35:00,1.51,0.748,0.10
02/15/2021 17:40:00,1.48,0.733,0.10
02/15/2021 17:45:00,1.46,0.723,0.08
02/15/2021 17:50:00,1.53,0.757,0.08
02/15/2021 17:55:00,1.53,0.757,0.09
02/15/2021 18:00:00,1.49,0.738,0.09
02/15/2021 18:05:00,1.45,0.718,0.08
02/15/2021 18:10:00,1.45,0.718,0.10
02/15/2021 18:15:00,1.49,0.738,0.10
02/15/2021 18:20:00,1.42,0.703,0.10
02/15/2021 18:25:00,1.48,0.733,0.09
02/15/2021 18:30:00,1.51,0.748,0.09
02/15/2021 18:35:00,1.51,0.748,0.10
02/15/2021 18:40:00,1.48,0.733,0.10
02/15/2021 18:45:00,1.50,0.743,0.10
02/15/2021 18:50:00,1.46,0.723,0.09
02/15/2021 18:55:00,1.50,0.743,0.08
02/15/2021 19:00:00,1.51,0.748,0.11
02/15/2021 19:05:00,1.49,0.738,0.10
02/15/2021 19:10:00,1.48,0.733,0.10
02/15/2021 19:15:00,1.47,0.728,0.11
02/15/2021 19:20:00,1.46,0.723,0.09
02/15/2021 19:25:00,1.51,0.748,0.09
02/15/2021 19:30:00,1.46,0.723,0.10
02/15/2021 19:35:00,1.50,0.743,0.10
02/15/2021 19:40:00,1.48,0.733,0.09
02/15/2021 19:45:00,1.51,0.748,0.10
02/15/2021 19:50:00,1.54,0.762,0.10
02/15/2021 19:55:00,1.51,0.748,0.10
02/15/2021 20:00:00,1.47,0.728,0.09
02/15/2021 20:05:00,1.50,0.743,0.08
02/15/2021 20:10:00,1.50,0.743,0.10
02/15/2021 20:15:00,1.48,0.733,0.10
02/15/2021 20:20:00,1.51,0.748,0.10
02/15/2021 20:25:00,1.53,0.757,0.09
02/15/2021 20:30:00,1.47,0.728,0.09
02/15/2021 20:35:00,1.52,0.752,0.10
02/15/2021 20:40:00,1.49,0.738,0.10
02/15/2021 20:45:00,1.51,0.748,0.09
02/15/2021 20:50:00,1.49,0.738,0.08
02/15/2021 20:55:00,1.52,0.752,0.08
02/15/2021 21:00:00,1.46,0.723,0.08
02/15/2021 21:05:00,1.49,0.738,0.08
02/15/2021 21:10:00,1.46,0.723,0.09
02/15/2021 21:15:00,1.48,0.733,0.08
02/15/2021 21:20:00,1.46,0.723,0.08
02/15/2021 21:25:00,1.46,0.723,0.10
02/15/2021 21:30:00,1.46,0.723,0.09
02/15/2021 21:35:00,1.49,0.738,0.08
02/15/2021 21:40:00,1.49,0.738,0.08
02/15/2021 21:45:00,1.48,0.733,0.08
02/15/2021 21:50:00,1.45,0.718,0.08
02/15/2021 21:55:00,1.43,0.708,0.09
02/15/2021 22:00:00,1.50,0.743,0.09
02/15/2021 22:05:00,1.48,0.733,0.08
02/15/2021 22:10:00,1.51,0.748,0.09
02/15/2021 22:15:00,1.47,0.728,0.08
02/15/2021 22:20:00,1.48,0.733,0.08
02/15/2021 22:25:00,1.48,0.733,0.06
02/15/2021 22:30:00,1.50,0.743,0.07
02/15/2021 22:35:00,1.47,0.728,0.07
02/15/2021 22:40:00,1.46,0.723,0.08
02/15/2021 22:45:00,1.47,0.728,0.08
02/15/2021 22:50:00,1.51,0.748,0.08
02/15/2021 22:55:00,1.50,0.743,0.08
02/15/2021 23:00:00,1.45,0.718,0.08
02/15/2021 23:05:00,1.52,0.752,0.09
02/15/2021 23:10:00,1.48,0.733,0.08
02/15/2021 23:15:00,1.47,0.728,0.08
02/15/2021 23:20:00,1.46,0.723,0.08
02/15/2021 23:25:00,1.49,0.738,0.08
02/15/2021 23:30:00,1.45,0.718,0.08
02/15/2021 23:35:00,1.47,0.728,0.08
02/15/2021 23:40:00,1.45,0.718,0.08
02/15/2021 23:45:00,1.49,0.738,0.10
02/15/2021 23:50:00,1.49,0.738,0.06
02/15/2021 23:55:00,1.53,0.757,0.09
02/16/2021 00:00:00,1.49,0.738,0.08
02/16/2021 00:05:00,1.47,0.728,0.08
02/16/2021 00:10:00,1.50,0.743,0.08
02/16/2021 00:15:00,1.45,0.718,0.08
02/16/2021 00:20:00,1.51,0.748,0.08
02/16/2021 00:25:00,1.51,0.748,0.08
02/16/2021 00:30:00,1.49,0.738,0.08
02/16/2021 00:35:00,1.50,0.743,0.09
02/16/2021 00:40:00,1.49,0.738,0.09
02/16/2021 00:45:00,1.51,0.748,0.08
02/16/2021 00:50:00,1.45,0.718,0.07
02/16/2021 00:55:00,1.46,0.723,0.08
02/16/2021 01:00:00,1.49,0.738,0.07
02/16/2021 01:05:00,1.46,0.723,0.07
02/16/2021 01:10:00,1.49,0.738,0.08
02/16/2021 01:15:00,1.51,0.748,0.07
02/16/2021 01:20:00,1.50,0.743,0.08
02/16/2021 01:25:00,1.46,0.723,0.08
02/16/2021 01:30:00,1.54,0.762,0.08
02/16/2021 01:35:00,1.53,0.757,0.09
02/16/2021 01:40:00,1.51,0.748,0.06
02/16/2021 01:45:00,1.48,0.733,0.09
02/16/2021 01:50:00,1.55,0.767,0.08
02/16/2021 01:55:00,1.52,0.752,0.08
02/16/2021 02:00:00,1.49,0.738,0.08
02/16/2021 02:05:00,1.50,0.743,0.07
02/16/2021 02:10:00,1.52,0.752,0.08
02/16/2021 02:15:00,1.54,0.762,0.06
02/16/2021 02:20:00,1.56,0.772,0.07
02/16/2021 02:25:00,1.52,0.752,0.07
02/16/2021 02:30:00,1.54,0.762,0.07
02/16/2021 02:35:00,1.56,0.772,0.09
02/16/2021 02:40:00,1.56,0.772,0.07
02/16/2021 02:45:00,1.48,0.733,0.07
02/16/2021 02:50:00,1.58,0.782,0.08
02/16/2021 02:55:00,1.57,0.777,0.08
02/16/2021 03:00:00,1.54,0.762,0.07
02/16/2021 03:05:00,1.58,0.782,0.08
02/16/2021 03:10:00,1.57,0.777,0.09
02/16/2021 03:15:00,1.55,0.767,0.09
02/16/2021 03:20:00,1.53,0.757,0.08
02/16/2021 03:25:00,1.53,0.757,0.08
02/16/2021 03:30:00,1.54,0.762,0.07
02/16/2021 03:35:00,1.51,0.748,0.08
02/16/2021 03:40:00,1.57,0.777,0.07
02/16/2021 03:45:00,1.54,0.762,0.07
02/16/2021 03:50:00,1.62,0.802,0.07
02/16/2021 03:55:00,1.56,0.772,0.08
02/16/2021 04:00:00,1.60,0.792,0.07
02/16/2021 04:05:00,1.59,0.787,0.07
02/16/2021 04:10:00,1.63,0.807,0.08
02/16/2021 04:15:00,1.60,0.792,0.05
02/16/2021 04:20:00,1.63,0.807,0.06
02/16/2021 04:25:00,1.66,0.822,0.08
02/16/2021 04:30:00,1.63,0.807,0.09
02/16/2021 04:35:00,1.71,0.847,0.08
02/16/2021 04:40:00,1.64,0.812,0.08
02/16/2021 04:45:00,1.73,0.856,0.07
02/16/2021 04:50:00,1.75,0.866,0.07
02/16/2021 04:55:00,1.75,0.866,0.07
02/16/2021 05:00:00,1.80,0.891,0.08
02/16/2021 05:05:00,1.79,0.886,0.09
02/16/2021 05:10:00,1.89,0.936,0.09
02/16/2021 05:15:00,1.86,0.921,0.06
02/16/2021 05:20:00,1.91,0.946,0.07
02/16/2021 05:25:00,1.93,0.955,0.11
02/16/2021 05:30:00,1.97,0.975,0.14
02/16/2021 05:35:00,2.03,1.018,0.14
02/16/2021 05:40:00,1.99,0.985,0.16
02/16/2021 05:45:00,2.08,1.108,0.18
02/16/2021 05:50:00,2.10,1.143,0.20
02/16/2021 05:55:00,2.14,1.215,0.23
02/16/2021 06:00:00,2.29,1.484,0.32
02/16/2021 06:05:00,2.26,1.430,0.42
02/16/2021 06:10:00,2.35,1.592,0.51
02/16/2021 06:15:00,2.27,1.448,0.56
02/16/2021 06:20:00,2.38,1.646,0.66
02/16/2021 06:25:00,2.40,1.682,0.74
02/16/2021 06:30:00,2.41,1.700,0.81
02/16/2021 06:35:00,2.53,1.915,0.88
02/16/2021 06:40:00,2.64,2.112,0.97
02/16/2021 06:45:00,2.59,2.022,1.07
02/16/2021 06:50:00,2.84,2.471,1.17
02/16/2021 06:55:00,2.75,2.309,1.24
02/16/2021 07:00:00,2.80,2.399,1.29
02/16/2021 07:05:00,2.84,2.471,1.41
02/16/2021 07:10:00,2.78,2.363,1.49
02/16/2021 07:15:00,2.92,2.614,1.57
02/16/2021 07:20:00,2.93,2.632,1.65
02/16/2021 07:25:00,3.21,3.135,1.73
02/16/2021 07:30:00,3.10,2.937,1.79
02/16/2021 07:35:00,3.27,3.242,1.90
02/16/2021 07:40:00,3.42,3.511,1.92
02/16/2021 07:45:00,3.48,3.619,1.96
02/16/2021 07:50:00,3.46,3.583,2.02
02/16/2021 07:55:00,3.32,3.332,2.04
02/16/2021 08:00:00,3.41,3.493,2.09
02/16/2021 08:05:00,3.25,3.206,2.09
02/16/2021 08:10:00,3.25,3.206,2.11
02/16/2021 08:15:00,3.52,3.691,2.14
02/16/2021 08:20:00,3.19,3.099,2.16
02/16/2021 08:25:00,3.47,3.601,2.16
02/16/2021 08:30:00,3.25,3.206,2.14
02/16/2021 08:35:00,3.57,3.780,2.10
02/16/2021 08:40:00,3.41,3.493,2.13
02/16/2021 08:45:00,3.60,3.834,2.12
02/16/2021 08:50:00,3.59,3.816,2.09
02/16/2021 08:55:00,3.43,3.529,2.07
02/16/2021 09:00:00,3.27,3.242,2.03
02/16/2021 09:05:00,3.31,3.314,1.99
02/16/2021 09:10:00,3.38,3.439,1.98
02/16/2021 09:15:00,3.18,3.081,1.97
02/16/2021 09:20:00,2.98,2.722,1.96
02/16/2021 09:25:00,3.18,3.081,1.92
02/16/2021 09:30:00,3.45,3.565,1.91
02/16/2021 09:35:00,3.18,3.081,1.89
02/16/2021 09:40:00,3.21,3.135,1.87
02/16/2021 09:45:00,3.10,2.937,1.84
02/16/2021 09:50:00,3.25,3.206,1.81
02/16/2021 09:55:00,3.02,2.794,1.78
02/16/2021 10:00:00,2.92,2.614,1.75
02/16/2021 10:05:00,3.04,2.830,1.72
02/16/2021 10:10:00,2.91,2.596,1.72
02/16/2021 10:15:00,2.89,2.561,1.70
02/16/2021 10:20:00,2.88,2.543,1.66
02/16/2021 10:25:00,3.02,2.794,1.62
02/16/2021 10:30:00,3.19,3.099,1.62
02/16/2021 10:35:00,2.87,2.525,1.58
02/16/2021 10:40:00,2.98,2.722,1.57
02/16/2021 10:45:00,2.89,2.561,1.55
02/16/2021 10:50:00,2.85,2.489,1.52
02/16/2021 10:55:00,3.07,2.883,1.50
02/16/2021 11:00:00,2.80,2.399,1.48
02/16/2021 11:05:00,2.90,2.578,1.44
02/16/2021 11:10:00,2.90,2.578,1.41
02/16/2021 11:15:00,2.79,2.381,1.39
02/16/2021 11:20:00,2.88,2.543,1.38
02/16/2021 11:25:00,2.62,2.076,1.35
02/16/2021 11:30:00,2.78,2.363,1.32
02/16/2021 11:35:00,2.73,2.274,1.28
02/16/2021 11:40:00,2.78,2.363,1.25
02/16/2021 11:45:00,2.67,2.166,1.26
02/16/2021 11:50:00,2.71,2.238,1.21
02/16/2021 11:55:00,2.68,2.184,1.19
02/16/2021 12:00:00,2.67,2.166,1.16
02/16/2021 12:05:00,2.73,2.274,1.15
02/16/2021 12:10:00,2.65,2.130,1.13
02/16/2021 12:15:00,2.76,2.327,1.10
02/16/2021 12:20:00,2.61,2.058,1.07
02/16/2021 12:25:00,2.55,1.951,1.05
02/16/2021 12:30:00,2.62,2.076,1.04
02/16/2021 12:35:00,2.59,2.022,1.02
02/16/2021 12:40:00,2.59,2.022,1.00
02/16/2021 12:45:00,2.50,1.861,0.96
02/16/2021 12:50:00,2.66,2.148,0.94
02/16/2021 12:55:00,2.50,1.861,0.91
02/16/2021 13:00:00,2.54,1.933,0.90
02/16/2021 13:05:00,2.49,1.843,0.88
02/16/2021 13:10:00,2.56,1.969,0.87
02/16/2021 13:15:00,2.36,1.610,0.83
02/16/2021 13:20:00,2.45,1.771,0.81
02/16/2021 13:25:00,2.51,1.879,0.77
02/16/2021 13:30:00,2.37,1.628,0.77
02/16/2021 13:35:00,2.58,2.004,0.73
02/16/2021 13:40:00,2.49,1.843,0.71
02/16/2021 13:45:00,2.47,1.807,0.71
02/16/2021 13:50:00,2.59,2.022,0.67
02/16/2021 13:55:00,2.33,1.556,0.65
02/16/2021 14:00:00,2.38,1.646,0.64
02/16/2021 14:05:00,2.29,1.484,0.63
02/16/2021 14:10:00,2.37,1.628,0.59
02/16/2021 14:15:00,2.28,1.466,0.57
02/16/2021 14:20:00,2.25,1.413,0.54
02/16/2021 14:25:00,2.27,1.448,0.53
02/16/2021 14:30:00,2.23,1.377,0.50
02/16/2021 14:35:00,2.25,1.413,0.48
02/16/2021 14:40:00,2.31,1.520,0.48
02/16/2021 14:45:00,2.28,1.466,0.44
02/16/2021 14:50:00,2.22,1.359,0.44
02/16/2021 14:55:00,2.24,1.395,0.41
02/16/2021 15:00:00,2.20,1.323,0.39
02/16/2021 15:05:00,2.27,1.448,0.37
02/16/2021 15:10:00,2.19,1.305,0.36
02/16/2021 15:15:00,2.17,1.269,0.35
02/16/2021 15:20:00,2.23,1.377,0.33
02/16/2021 15:25:00,2.21,1.341,0.31
02/16/2021 15:30:00,2.27,1.448,0.29
02/16/2021 15:35:00,2.07,1.090,0.27
02/16/2021 15:40:00,2.17,1.269,0.25
02/16/2021 15:45:00,2.10,1.143,0.24
02/16/2021 15:50:00,2.19,1.305,0.22
02/16/2021 15:55:00,2.14,1.215,0.22
02/16/2021 16:00:00,2.11,1.161,0.20
02/16/2021 16:05:00,2.09,1.126,0.20
02/16/2021 16:10:00,2.05,1.054,0.16
02/16/2021 16:15:00,2.07,1.090,0.17
02/16/2021 16:20:00,2.04,1.036,0.17
02/16/2021 16:25:00,2.09,1.126,0.16
02/16/2021 16:30:00,2.06,1.072,0.17
02/16/2021 16:35:00,2.08,1.108,0.16
02/16/2021 16:40:00,2.13,1.197,0.16
02/16/2021 16:45:00,2.06,1.072,0.16
02/16/2021 16:50:00,2.11,1.161,0.16
02/16/2021 16:55:00,2.05,1.054,0.16
02/16/2021 17:00:00,1.98,0.980,0.15
02/16/2021 17:05:00,2.02,1.000,0.14
02/16/2021 17:10:00,2.02,1.000,0.15
02/16/2021 17:15:00,2.07,1.090,0.14
02/16/2021 17:20:00,1.98,0.980,0.14
02/16/2021 17:25:00,1.99,0.985,0.13
02/16/2021 17:30:00,1.95,0.965,0.14
02/16/2021 17:35:00,2.00,0.990,0.13
02/16/2021 17:40:00,1.96,0.970,0.14
02/16/2021 17:45:00,1.96,0.970,0.13
02/16/2021 17:50:00,2.08,1.108,0.13
02/16/2021 17:55:00,1.99,0.985,0.12
02/16/2021 18:00:00,2.00,0.990,0.13
02/16/2021 18:05:00,1.97,0.975,0.14
02/16/2021 18:10:00,1.99,0.985,0.13
02/16/2021 18:15:00,1.94,0.960,0.14
02/16/2021 18:20:00,1.87,0.926,0.14
02/16/2021 18:25:00,1.96,0.970,0.12
02/16/2021 18:30:00,1.94,0.960,0.13
02/16/2021 18:35:00,1.99,0.985,0.13
02/16/2021 18:40:00,1.96,0.970,0.14
02/16/2021 18:45:00,1.90,0.941,0.13
02/16/2021 18:50:00,1.91,0.946,0.11
02/16/2021 18:55:00,1.89,0.936,0.11
02/16/2021 19:00:00,1.89,0.936,0.13
02/16/2021 19:05:00,1.91,0.946,0.11
02/16/2021 19:10:00,1.90,0.941,0.12
02/16/2021 19:15:00,1.82,0.901,0.11
02/16/2021 19:20:00,1.82,0.901,0.11
02/16/2021 19:25:00,1.82,0.901,0.13
02/16/2021 19:30:00,1.89,0.936,0.13
02/16/2021 19:35:00,1.80,0.891,0.11
02/16/2021 19:40:00,1.85,0.916,0.13
02/16/2021 19:45:00,1.89,0.936,0.12
02/16/2021 19:50:00,1.91,0.946,0.13
02/16/2021 19:55:00,1.90,0.941,0.11
02/16/2021 20:00:00,1.84,0.911,0.13
02/16/2021 20:05:00,1.85,0.916,0.11
02/16/2021 20:10:00,1.85,0.916,0.12
02/16/2021 20:15:00,1.76,0.871,0.10
02/16/2021 20:20:00,1.84,0.911,0.11
02/16/2021 20:25:00,1.87,0.926,0.11
02/16/2021 20:30:00,1.83,0.906,0.13
02/16/2021 20:35:00,1.79,0.886,0.12
02/16/2021 20:40:00,1.82,0.901,0.12
02/16/2021 20:45:00,1.76,0.871,0.13
02/16/2021 20:50:00,1.80,0.891,0.12
02/16/2021 20:55:00,1.80,0.891,0.13
02/16/2021 21:00:00,1.76,0.871,0.13
02/16/2021 21:05:00,1.74,0.861,0.13
02/16/2021 21:10:00,1.71,0.847,0.11
02/16/2021 21:15:00,1.76,0.871,0.13
02/16/2021 21:20:00,1.77,0.876,0.12
02/16/2021 21:25:00,1.79,0.886,0.11
02/16/2021 21:30:00,1.81,0.896,0.13
02/16/2021 21:35:00,1.73,0.856,0.11
02/16/2021 21:40:00,1.80,0.891,0.13
02/16/2021 21:45:00,1.76,0.871,0.13
02/16/2021 21:50:00,1.70,0.842,0.13
02/16/2021 21:55:00,1.79,0.886,0.13
02/16/2021 22:00:00,1.79,0.886,0.14
02/16/2021 22:05:00,1.77,0.876,0.11
02/16/2021 22:10:00,1.74,0.861,0.11
02/16/2021 22:15:00,1.76,0.871,0.13
02/16/2021 22:20:00,1.77,0.876,0.13
02/16/2021 22:25:00,1.73,0.856,0.13
02/16/2021 22:30:00,1.79,0.886,0.13
02/16/2021 22:35:00,1.79,0.886,0.13
02/16/2021 22:40:00,1.70,0.842,0.13
02/16/2021 22:45:00,1.68,0.832,0.14
02/16/2021 22:50:00,1.73,0.856,0.14
02/16/2021 22:55:00,1.78,0.881,0.14
02/16/2021 23:00:00,1.76,0.871,0.13
02/16/2021 23:05:00,1.73,0.856,0.13
02/16/2021 23:10:00,1.77,0.876,0.14
02/16/2021 23:15:00,1.70,0.842,0.13
02/16/2021 23:20:00,1.70,0.842,0.14
02/16/2021 23:25:00,1.74,0.861,0.14
02/16/2021 23:30:00,1.77,0.876,0.15
02/16/2021 23:35:00,1.69,0.837,0.14
02/16/2021 23:40:00,1.68,0.832,0.13
02/16/2021 23:45:00,1.77,0.876,0.14
02/16/2021 23:50:00,1.73,0.856,0.14
02/16/2021 23:55:00,1.70,0.842,0.14
02/17/2021 00:00:00,1.70,0.842,0.15
02/17/2021 00:05:00,1.70,0.842,0.14
02/17/2021 00:10:00,1.71,0.847,0.16
02/17/2021 00:15:00,1.69,0.837,0.15
02/17/2021 00:20:00,1.76,0.871,0.14
02/17/2021 00:25:00,1.63,0.807,0.14
02/17/2021 00:30:00,1.73,0.856,0.16
02/17/2021 00:35:00,1.71,0.847,0.15
02/17/2021 00:40:00,1.65,0.817,0.16
02/17/2021 00:45:00,1.69,0.837,0.16
02/17/2021 00:50:00,1.69,0.837,0.14
02/17/2021 00:55:00,1.69,0.837,0.16
02/17/2021 01:00:00,1.72,0.851,0.14
02/17/2021 01:05:00,1.71,0.847,0.15
02/17/2021 01:10:00,1.75,0.866,0.16
02/17/2021 01:15:00,1.70,0.842,0.15
02/17/2021 01:20:00,1.68,0.832,0.15
02/17/2021 01:25:00,1.67,0.827,0.16
02/17/2021 01:30:00,1.63,0.807,0.15
02/17/2021 01:35:00,1.69,0.837,0.16
02/17/2021 01:40:00,1.69,0.837,0.15
02/17/2021 01:45:00,1.66,0.822,0.14
02/17/2021 01:50:00,1.67,0.827,0.16
02/17/2021 01:55:00,1.68,0.832,0.17
02/17/2021 02:00:00,1.70,0.842,0.17
02/17/2021 02:05:00,1.65,0.817,0.16
02/17/2021 02:10:00,1.60,0.792,0.16
02/17/2021 02:15:00,1.63,0.807,0.16
02/17/2021 02:20:00,1.69,0.837,0.17
02/17/2021 02:25:00,1.69,0.837,0.17
02/17/2021 02:30:00,1.67,0.827,0.17
02/17/2021 02:35:00,1.62,0.802,0.17
02/17/2021 02:40:00,1.71,0.847,0.16
02/17/2021 02:45:00,1.66,0.822,0.18
02/17/2021 02:50:00,1.70,0.842,0.17
02/17/2021 02:55:00,1.67,0.827,0.17
02/17/2021 03:00:00,1.73,0.856,0.16
02/17/2021 03:05:00,1.64,0.812,0.18
02/17/2021 03:10:00,1.63,0.807,0.19
02/17/2021 03:15:00,1.61,0.797,0.19
02/17/2021 03:20:00,1.63,0.807,0.19
02/17/2021 03:25:00,1.66,0.822,0.18
02/17/2021 03:30:00,1.65,0.817,0.20
02/17/2021 03:35:00,1.68,0.832,0.17
02/17/2021 03:40:00,1.64,0.812,0.17
02/17/2021 03:45:00,1.74,0.861,0.19
02/17/2021 03:50:00,1.70,0.842,0.17
02/17/2021 03:55:00,1.60,0.792,0.19
02/17/2021 04:00:00,1.62,0.802,0.18
02/17/2021 04:05:00,1.66,0.822,0.19
02/17/2021 04:10:00,1.68,0.832,0.17
